번호,생태통로명,주소,도로명,도로번호,차선_수,위도_도,위도_분,위도_초,경도_도,경도_분,경도_초,관리기관,생태통로유형,설치기관,설치년도,위도,경도
1402,평택제천선 55.89k,충청북도 진천군 이월면 내촌리,,(고속국도 40호선),왕복4차선,36,56,43.2,127,27,7,한국도로공사,양서 파충류 통로,한국도로공사,200812,36.94533333,127.4519444
